No.,Course,Course Name,Credits,Instructor,Room,Days,Start Time,End Time,Max Enrollment,Total Enrollment
362,PSY230Lec1,Personality,3,"IP, IP",HUB-101,R,9:00:00 AM,11:59:00 AM,32,11
363,PSY240Lec1,Introduction To Learning,3,"IP, IP",HUB-112,W,3:00:00 PM,5:59:00 PM,32,13
364,PSY290LecE1,Neuropsychology,3,"IP, IP",MGT-203,T,3:00:00 PM,5:59:00 PM,32,23
365,PSY290LecE2,Neuropsychology,3,"IP, IP",MGT-107,M,9:00:00 AM,11:59:00 AM,32,2
366,PSY300LecE1,Social Psychology,3,"IP, IP",MGT-207,M,12:00:00 PM,2:59:00 PM,32,23
367,PSY300LecE2,Social Psychology,3,"IP, IP",MGT-101,W,6:00:00 PM,8:59:00 PM,32,2
368,PSY315LecE1,Clinical Psychology,3,"IP, IP",MGT-101,T,6:00:00 PM,8:59:00 PM,32,24
369,PSY315LecE2,Clinical Psychology,3,"IP, IP",MGT-107,R,3:00:00 PM,5:59:00 PM,32,0
370,PSY380LecE1,Developmental Psychology II:Adolescence And Young Adulthood,3,"IP, IP",MGT-102,R,9:00:00 AM,11:59:00 AM,32,21
371,PSY380LecE2,Developmental Psychology II:Adolescence And Young Adulthood,3,"IP, IP",MGT-107,W,12:00:00 PM,2:59:00 PM,32,4
372,PSY405LecE1,Drugs And Behavior,3,"IP, IP",MGT-107,W,9:00:00 AM,11:59:00 AM,32,21
373,PSY405LecE2,Drugs And Behavior,3,"IP, IP",MGT-101,M,6:00:00 PM,8:59:00 PM,32,2
374,PSY415LecE1,Applied Social Psychology,3,"IP, IP",HUB-114,R,6:00:00 PM,8:59:00 PM,32,19
375,PSY415LecE2,Applied Social Psychology,3,"IP, IP",MGT-210,W,3:00:00 PM,5:59:00 PM,32,3
376,PSY425:LecE1,Health Psychology,3,"IP, IP",MGT-208,W,6:00:00 PM,8:59:00 PM,32,26
377,PSY425:LecE2,Health Psychology,3,"IP, IP",MGT-106,M,9:00:00 AM,11:59:00 AM,32,0
378,PSY430LecE1,Research Paper In Education And Learning,3,"IP, IP",MGT-103,T,6:00:00 PM,8:59:00 PM,32,24
379,PSY430LecE2,Research Paper In Education And Learning,3,"IP, IP",MGT-106,R,3:00:00 PM,5:59:00 PM,32,0
380,QBA201Lec101,Business Statistics,3,"IP, IP",MGT-209,W,3:00:00 PM,4:59:00 PM,24,1
,,,,"IP, IP",e-Business Computer Lab,R,3:00:00 PM,4:59:00 PM,24,1
381,QBA201Lec102,Business Statistics,3,"IP, IP",e-Business Computer Lab,M,1:00:00 PM,2:59:00 PM,24,2
,,,,"IP, IP",MGT-209,W,3:00:00 PM,4:59:00 PM,24,2
382,QBA201Lec201,Business Statistics,3,"IP, IP",General Computer Lab,M,7:00:00 PM,8:59:00 PM,24,2
,,,,"IP, IP",MGT-209,R,10:00:00 AM,11:59:00 AM,24,2
383,QBA201Lec202,Business Statistics,3,"IP, IP",e-Business Computer Lab,T,9:00:00 AM,10:59:00 AM,24,5
,,,,"IP, IP",MGT-209,R,10:00:00 AM,11:59:00 AM,24,5
384,QBA201Lec301,Business Statistics,3,"IP, IP",e-Business Computer Lab,M,5:00:00 PM,6:59:00 PM,24,1
,,,,"IP, IP",MGT-209,W,7:00:00 PM,8:59:00 PM,24,1
385,QBA201Lec302,Business Statistics,3,"IP, IP",General Computer Lab,T,7:00:00 PM,8:59:00 PM,24,3
,,,,"IP, IP",MGT-209,W,7:00:00 PM,8:59:00 PM,24,3
386,RTA101Lec1,Introduction To Media Theory And Practices,3,"IP, IP",MGT-206,W,6:00:00 PM,8:59:00 PM,30,11
387,RTA315LecE1,Business Of Creative Media,3,"IP, IP",MGT-203,R,6:00:00 PM,8:59:00 PM,35,12
388,RTA408Lec1,Business Of Producing 1,3,"IP, IP",HUB-113,R,9:00:00 AM,11:59:00 AM,30,3
389,SCI210Lec1,Modern Physics,3,"IP, IP",MGT-203,T,9:00:00 AM,10:59:00 AM,16,20
,,,,"IP, IP",HUB-116 Electronic Lab,R,5:00:00 PM,6:59:00 PM,16,20
390,SCM314Lec1,Global Supply Chain Management,3,"IP, IP",MGT-106,T,9:00:00 AM,11:59:00 AM,32,16
391,SHS103LecENG 1,Chemistry,3,"Salhab, Rina",HUB-202,M,11:00:00 AM,12:59:00 PM,12,8
,,,,"Nazih, Wissam Ghach",MGT-209,W,11:00:00 AM,12:59:00 PM,12,8
392,SHS103LecENG 2,Chemistry,3,"Salhab, Rina",HUB-202,M,5:00:00 PM,6:59:00 PM,12,2
,,,,"Nazih, Wissam Ghach",MGT-209,W,11:00:00 AM,12:59:00 PM,12,2
393,SHS103LecPH 1,Chemistry,3,"Salhab, Rina",HUB-201,T,3:00:00 PM,4:59:00 PM,10,9
,,,,"Nazih, Wissam Ghach",MGT-206,R,3:00:00 PM,4:59:00 PM,10,9
394,SHS103LecPH 2,Chemistry,3,"Salhab, Rina",HUB-201,M,1:00:00 PM,2:59:00 PM,13,1
,,,,"Nazih, Wissam Ghach",MGT-206,R,3:00:00 PM,4:59:00 PM,13,1
395,SHS104Lec1,Health Economics,3,"Al Chihabi, Mohammad Mazen",MGT-205,R,6:00:00 PM,8:59:00 PM,30,2
396,SHS200Lec1,Global Health,3,"IP, IP",MGT-103,M,3:00:00 PM,5:59:00 PM,30,2
397,SHS205Lec1,Biochemistry,3,"Nazih, Wissam Ghach",MGT-106,M,3:00:00 PM,5:59:00 PM,35,7
398,SHS208Lec1,Infectious Diseases,3,"Al Madhi, Sawsan",MGT-105,T,12:00:00 PM,2:59:00 PM,30,1
399,SHS220Lec1,Applied Medical Terminology,3,Staff,HUB-111,M,6:00:00 PM,8:59:00 PM,45,2
400,SHS410Lec1,Public Health Ethics,3,"Khaldi, Mohammed",MGT-206,W,12:00:00 PM,2:59:00 PM,30,7
401,SWS110Lec1,Programming 1,3,"IP, IP",HUB-117 Software Lab,T,9:00:00 AM,10:59:00 AM,20,1
,,,,"IP, IP",MGT-208,W,11:00:00 AM,12:59:00 PM,20,1
402,SWS110Lec2,Programming 1,3,"IP, IP",HUB-118 Robotic Lab,M,11:00:00 AM,12:59:00 PM,20,5
,,,,"IP, IP",MGT-208,W,11:00:00 AM,12:59:00 PM,20,5
403,SWS315Lec1,Mobile Application Development,3,"IP, IP",MGT-103,M,1:00:00 PM,2:59:00 PM,24,7
,,,,"IP, IP",HUB-115 Networking Lab,R,3:00:00 PM,4:59:00 PM,24,7
404,SWS351Lec101,Management Information Systems,3,"IP, IP",e-Business Computer Lab,M,3:00:00 PM,4:59:00 PM,24,24
,,,,"IP, IP",MGT-209,T,1:00:00 PM,2:59:00 PM,24,24
405,SWS351Lec102,Management Information Systems,3,"IP, IP",General Computer Lab,M,11:00:00 AM,12:59:00 PM,24,17
,,,,"IP, IP",MGT-209,T,1:00:00 PM,2:59:00 PM,24,17
